dynasty_id,dynasty_name_tr,dynasty_name_ar,dynasty_name_en,parent_tribe_or_clan,ethnic_origin,region_primary,regions_all,capital_city,date_start_hijri,date_end_hijri,date_start_ce,date_end_ce,sub_branch,allied_dynasties,rival_dynasties,predecessor,successor,end_cause,migration_conquest_notes,chapter,notes,ethnic_tags,government_type,religious_orientation,importance_level,capital_lat,capital_lon,duration_years_approx,century_start,century_end,geographic_zone,region_center_lat,region_center_lon,region_bbox_n,region_bbox_s,region_bbox_e,region_bbox_w,governance_detail,religious_detail,military_system,economic_base,cultural_tags,historical_period
170,Âdilşâhîler,al-'Ādil Shāhiyyūn,The 'Ādil Shāhīs,Yûsuf Âdil ailesi (Türk/İranî),Türk veya İranî (Safevî bağlantısı iddiası),Bîcâpûr,Bîcâpûr; Goa (kısmen),Bîcâpûr,c. 895,1097,c. 1490,1686,,Diğer Dekkan sultanlıkları (Osmanlı geçici),Vijayanagar; Portekizliler; Bâbürlüler (Evrengzîb),Bahmânîler,Bâbürlü Evrengzîb ilhakı (1097/1686),Bâbürlü Evrengzîb Bîcâpûr'u fethetti (1097/1686),Yûsuf Âdil Şâh Bahmânî valisi → bağımsız; Bîcâpûr İslam kültür merkezi,Chapter 16: Afghanistan and the Indian Subcontinent,~195 yıl; Bîcâpûr mimari mirası (Gol Gumbaz); İbrâhîm Âdil Şâh II kültür hamisi; sikke bastılar,Türk,Şahlık,,Normal,16.83,75.71,196,15,17,Güney Asya,17.5,79.0,19.0,16.0,82.0,77.0,Vasal Devlet,Şiî İsnâaşerî,İktâ Sistemi,Tarım,UNESCO Miras;Mimari,Erken Modern
171,Nizâmşâhîler,al-Nizām Shāhiyyūn,The Nizām Shāhīs,Ahmed Nizâm ailesi (Brahman dönme),Hindistanlı Müslüman (dönme),Ahmednagar,Ahmednagar; Dekkan,Ahmednagar,c. 895,c. 1046,c. 1490,c. 1636,,Diğer Dekkan sultanlıkları,Bâbürlüler; Vijayanagar,Bahmânîler,Bâbürlü Şâhcihân ilhakı,Bâbürlü Şâhcihân Ahmednagar'ı fethetti,,Chapter 16: Afghanistan and the Indian Subcontinent,~145 yıl; Cand Bîbî ünlü kadın yönetici; Bâbürlülere direniş; sikke bastılar,Karışık/Bilinmeyen,Hanedan/Beylik,,Normal,19.08,74.74,146,15,17,Güney Asya,18.5,73.8,19.5,17.5,75.5,72.0,Vasal Devlet,Şiî İsnâaşerî,İktâ Sistemi,Tarım,,Erken Modern
172,İmâdşâhîler,al-'Imād Shāhiyyūn,The 'Imād Shāhīs,Fethullah İmâdülmülk ailesi,Hindistanlı Müslüman,Berâr,Berâr; Elîçpûr; Gâvîlgâr,Elîçpûr,c. 895,c. 982,c. 1490,c. 1574,,,Nizâmşâhîler,Bahmânîler,Nizâmşâhî ilhakı → Bâbürlü,Nizâmşâhîler tarafından ilhak edildi,,Chapter 16: Afghanistan and the Indian Subcontinent,~85 yıl; en küçük Dekkan sultanlığı; Berâr merkezli,Karışık/Bilinmeyen,Hanedan/Beylik,,Düşük,21.04,77.06,84,15,16,Güney Asya,21.0,77.0,22.0,20.0,78.0,76.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,,Erken Modern
173,Kutubşâhîler,al-Qutb Shāhiyyūn,The Qutb Shāhīs,Kara Yûsuf Türkmen ailesi (Karakoyunlu bağlantısı),Türk (Türkmen),Golkonda / Haydarâbâd,Golkonda; Haydarâbâd; Telengana; Andhra,Golkonda → Haydarâbâd,c. 895,1098,c. 1490,1687,,Diğer Dekkan sultanlıkları,Vijayanagar; Bâbürlüler (Evrengzîb),Bahmânîler,Bâbürlü Evrengzîb fethi (1098/1687),Bâbürlü Evrengzîb Golkonda'yı fethetti (1098/1687),Sultân Kulî Kutubülmülk Bahmânî valisi → bağımsız; elmas madenleri; Haydarâbâd şehrini kurdu,Chapter 16: Afghanistan and the Indian Subcontinent,~195 yıl; Golkonda elmas madenleri (Koh-i Noor); Haydarâbâd şehri; Çârmînâr; Telegu-İslam kültür sentezi; sikke bastılar,Türk,Hanedan/Beylik,,Normal,17.38,78.49,197,15,17,Güney Asya,26.8,81.0,28.0,24.0,84.0,78.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,Mimari,Erken Modern
174,Argunîler ve Tarhânîler,al-Arghūniyyūn,The Arghūns and Tarkhāns,1. Argun boyu (Moğol/Türk); 2. Muhammed Îsâ Tarhân kolu,Türk-Moğol,Sind,Thatta; Sind; Multan (geçici),Thatta,c. 925,c. 1002,c. 1519,c. 1593,1. Zünnûn Bey kolu; 2. Muhammed Îsâ Tarhân kolu,Safevîler (geçici),Bâbürlüler,,Bâbürlü Ekber ilhakı,Bâbürlü Ekber Sind'i ilhak etti,,Chapter 16: Afghanistan and the Indian Subcontinent,2 kol; ~75 yıl; Sind'de; Thatta merkezli; sikke bastılar,Türk|Moğol,Hanedan/Beylik,,Normal,24.75,67.92,74,16,16,Güney Asya,26.5,80.3,28.0,24.0,83.0,78.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,,Erken Modern
175,Bâbürlüler (Moğol İmparatorları),al-Mughaliyyūn / al-Bāburiyyūn,The Mughal Emperors,Timurlu-Cengiz soyu (Barlas),Türk-Moğol (Timurlu),Hindistan alt kıtası,Delhi; Agra; Lahor; Dekkan; Bengal; Keşmir; Kâbil,Agra; Delhi; Fetihpûr Sikrî (geçici); Şâhcihânâbâd (Delhi),932,1274,1526,1858,,,Sûrîler; Marâthâlar; Sikhler; İngilizler,Delhi Sultanlığı (Lodîler),İngiliz Hindistanı (1858),İngilizler son Bâbürlü padişahını sürgüne gönderdi (1274/1858 Sipahi İsyanı sonrası),Bâbür Pânîpat'ta Lodîleri yendi (932/1526); Humâyûn kaybedip geri döndü; Ekber Hindistan'ı birleştirdi; Şâhcihân Tac Mahal; Evrengzîb son büyük genişleme ama çöküşün başlangıcı,Chapter 16: Afghanistan and the Indian Subcontinent,EN ÖNEMLİ — 330+ yıl; Ekber hoşgörü politikası; Şâhcihân Tac Mahal; Evrengzîb en geniş sınırlar; İslam-Hindu sentez kültürü; dünya GSYİH'sinin %25'i; son 150 yıl sembolik; sikke bastılar,Türk|Moğol,Şahlık,,Kritik,28.61,77.21,332,16,19,Güney Asya,26.8,80.9,28.5,25.0,84.0,78.0,Vasal Devlet,Şiî İsnâaşerî,Karma Profesyonel,Tarım,Mimari;Edebiyat,Erken Modern
176,Bengal Nevvâb-Vezirleri,Nawwāb-Viziers of Bengal,The Nawwāb-Viziers and Nawwāb-Nāzims of Bengal,Bâbürlü tayin valileri,İranî/Türk,Bengal,Murcidâbâd; Dakka; Kalküta (İngiliz),Murcidâbâd,c. 1112,c. 1294,c. 1700,c. 1877,,Bâbürlüler (nominally),İngiliz Doğu Hindistan Şirketi,Bâbürlü Bengal valileri,İngiliz doğrudan yönetimi,Plassey Savaşı (1170/1757) sonrası İngiliz kontrolü; unvan devam etti,Mürşid Kulî Han fiilen bağımsız; Sirâcüddevle Plassey'de İngilizlere yenildi (1170/1757),Chapter 16: Afghanistan and the Indian Subcontinent,Plassey kırılma noktası; İngiliz sömürgeciliğinin başlangıcı; sikke bastılar,Türk,Hanedan/Beylik,,Normal,24.17,88.27,177,17,19,Güney Asya,23.0,72.5,25.0,21.0,76.0,68.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,Mimari,Erken Modern
177,Avadh (Oudh) Nevvâb-Vezirleri ve Kralları,Nawwāb-Viziers of Awadh,The Nawwāb-Viziers and Kings of Oudh (Awadh),Sa'âdet Han ailesi (İranî),İranî,Avadh (Lucknow),Lucknow; Fayzâbâd; Avadh,Fayzâbâd → Lucknow,c. 1134,1273,c. 1722,1856,,Bâbürlüler (nominally),İngilizler; Marâthâlar,Bâbürlü valileri,İngiliz ilhakı (1856),Lord Dalhousie Avadh'ı ilhak etti (1273/1856); 1857 isyanına yol açtı,Sa'âdet Han Bâbürlü valisi → fiilen bağımsız,Chapter 16: Afghanistan and the Indian Subcontinent,Lucknow İslam kültür merkezi; Şiî karakter; 1856 İngiliz ilhakı → 1857 İsyanı; sikke bastılar,Karışık/Bilinmeyen,Hanedan/Beylik,Şiî,Normal,26.85,80.95,134,18,19,Güney Asya,18.0,76.0,22.0,14.0,80.0,72.0,Merkezi İmparatorluk,Sünnî Hanefî,Karma Profesyonel,Ticaret/Transit,,Erken Modern
178,Haydarâbâd Nizâmları,Nizām al-Mulk fī Haydarābād,The Nāzims of Hyderabad,Âsafcâh ailesi (Türk kökenli),Türk/İranî,Haydarâbâd (Dekkan),Haydarâbâd; Dekkan; Golkonda,Haydarâbâd,c. 1137,1367,c. 1724,1948,,İngilizler (ittifak/protektora),Marâthâlar; Tipû Sultan,Bâbürlü Dekkan valileri,Hindistan Cumhuriyeti ilhakı (1948 Polis Eylemi),Hindistan Cumhuriyeti Polis Eylemi (1367/1948),Nizâmülmülk Âsafcâh Bâbürlü valisi → bağımsız; dünyanın en zengin adamı sayılan nizamlar,Chapter 16: Afghanistan and the Indian Subcontinent,~225 yıl; Hindistan'ın en büyük prens devleti; muazzam servet; 1948'e kadar bağımsız; İngiliz müttefiki; sikke bastılar,Türk,Hanedan/Beylik,,Normal,17.38,78.49,224,18,20,Güney Asya,25.0,78.0,35.0,8.0,90.0,67.0,Merkezi İmparatorluk,Sünnî Hanefî,Karma Profesyonel,Haraç/Vergi,UNESCO Miras;Mimari;Edebiyat;Hat Sanatı;Bilim/Rasathane;Kütüphane,Erken Modern
179,Mysore Müslüman Hükümdarları,al-Hukkām al-Muslimūn fī Maysūr,The Muslim Rulers in Mysore,Haydar Ali / Tipû Sultan ailesi,Hindistanlı Müslüman,Mysore (Güney Hindistan),Şrîrangapatnam; Mysore; Güney Karnataka,Şrîrangapatnam,c. 1175,1213,c. 1761,1799,,Fransa (Tipû),İngilizler; Marâthâlar; Haydarâbâd Nizâmı,Mysore Hindu Wodeyar kralları,Wodeyar restorasyonu (İngiliz vasalı),IV. İngiliz-Mysore Savaşı; Tipû Sultan savaşta öldürüldü (1213/1799),Haydar Ali askerî deha; Tipû Sultan Fransa ile ittifak; roket teknolojisi,Chapter 16: Afghanistan and the Indian Subcontinent,~40 yıl; 2 hükümdar; Tipû Sultan 'Mysore Kaplanı'; İngiliz sömürgeciliğine son direniş; roket silahları,Karışık/Bilinmeyen,Hanedan/Beylik,,Normal,12.42,76.69,38,18,18,Güney Asya,17.4,78.5,18.5,13.0,80.0,74.0,Vasal Devlet,Sünnî Hanefî,Karma Profesyonel,Tarım,Mimari;Edebiyat,Erken Modern
180,Afganistan Dürrânî ve Bârekzây Hükümdarları,al-Durrāniyyūn wa-al-Bārakzā'iyyūn,The Abdālī or Durrānī Rulers and Kings of Afghanistan,1. Sâdûzay/Pôpâlzay (Abdâlî/Dürrânî); 2. Bârekzây/Muhamedzây,Afgan (Peştun),Afganistan,Kandahar; Kâbil; Herât; Peşâver; Keşmir (geçici); Pencap (geçici),Kandahar → Kâbil,1160,1393,1747,1973,1. Sâdûzaylar/Pôpâlzaylar; 2. Bârekzaylar/Muhamedzaylar,İngilizler (geçici),İngilizler; Sikhler; Rusya; İran,Afşar/Safevî yönetimi,Afganistan Cumhuriyeti (1973 Dâvûd Han darbesi),Muhammed Dâvûd Han darbesi; cumhuriyet ilan edildi (1393/1973),Ahmed Şâh Dürrânî Nâdir Şah'ın komutanı → Afganistan kurucusu; Pânîpat Savaşı (1175/1761); Bârekzaylar 1826'dan itibaren; İngiliz-Afgan savaşları; Abdurrahman Han İngiliz sınırlarını kabul etti,Chapter 16: Afghanistan and the Indian Subcontinent,2 kol; ~225 yıl; Ahmed Şâh Dürrânî Afganistan'ın babası; 3 İngiliz-Afgan Savaşı; tampon devlet; son kral Zâhir Şâh (1933-1973); sikke bastılar,Afgan,Şahlık,,Normal,34.53,69.17,226,18,20,Güney Asya,13.0,76.0,15.0,10.0,79.0,74.0,Merkezi İmparatorluk,Sünnî Hanefî,Karma Profesyonel,Tarım,Mimari,Sömürge
181,Malakka (Melaka) Sultanları,Salātīn Malāqā,The Rulers of Malacca (Melaka),Srîvicaya/Palembang Malay prensleri,Malay,Malakka (Malezya),Malakka; Malezya Yarımadası (güney),Malakka (Melaka),c. 804,917,c. 1402,1511,,Çin (Ming; tâbiiyet),Siam (Ayutthaya); Portekizliler,Srîvicaya/Palembang Malay beylikleri,Portekiz fethi (917/1511); Johor-Riau Sultanlığı (halef),Portekizli Afonso de Albuquerque Malakka'yı fethetti (917/1511),Paramesvara/İskender Şâh Palembang'dan kaçarak Malakka'yı kurdu; İslam'a geçiş (c. 1409-1436 arası tartışmalı); Malakka Boğazı dünya ticaretinin kilit noktası,Chapter 17: South-East Asia and Indonesia,~110 yıl; Güneydoğu Asya'da İslam'ın yayılış merkezi; Malakka Boğazı baharat ticareti; Çin Ming ile ilişkiler (Zheng He); Portekiz fethi 1511; Malay İslam kültürünün temeli; sikke bastılar,Malay/Cava,Sultanlık,,Normal,2.20,102.25,109,15,16,Güneydoğu Asya,6.0,100.5,7.5,1.0,105.0,97.0,Merkezi İmparatorluk,Sünnî Şâfiî,Deniz Gücü,Baharat,Mimari,Timurlu
182,Açe Sultanları,Salātīn Ātjīh,"The Sultans of Acheh (Atjēh, Aceh)",Açe Malay/Çam hanedanı,Malay/Çam,Kuzey Sumatra,Banda Açe; Kuzey Sumatra; Malakka Boğazı (kısmen),Banda Açe (Kutaraja),c. 906,1322,c. 1500,1903,,Osmanlılar (geçici; 16. yy silah yardımı),Portekizliler; Hollandalılar; Johor,Yerel Açe beylikleri,Hollanda sömürge yönetimi (1903 tam kontrol),Hollanda-Açe Savaşı (1290-1322/1873-1903); Hollanda tam kontrolü,Ali Mughâyât Şâh Açe Sultanlığı'nı birleştirdi; İskender Muda en güçlü sultan; Osmanlılardan top ve asker yardımı aldı; Hollanda'ya uzun direniş,Chapter 17: South-East Asia and Indonesia,~400 yıl; Güneydoğu Asya'nın en güçlü İslam devletlerinden; Osmanlı bağlantısı; 4 kadın sultan (17. yy); baharat ticareti; Hollanda savaşı 30 yıl sürdü; sikke bastılar,Malay/Cava,Sultanlık,,Yüksek,5.55,95.32,403,15,20,Güneydoğu Asya,3.5,104.0,7.0,0.0,108.0,100.0,Merkezi İmparatorluk,Sünnî Şâfiî,Deniz Gücü,Baharat,,Erken Modern
183,Mataram Sultanları,Salātīn Matārām,The Rulers of Mataram,Mataram Cava hanedanı,Cavalı (Müslüman),Orta ve Doğu Cava,Kotagede; Kerta; Plered; Kartasura; Cava,Kotagede → Kerta → Plered → Kartasura,c. 994,c. 1168,c. 1586,c. 1755,,,Hollandalılar; Makassar; Banten,Demak Sultanlığı / Pajang,Surakarta Susuhunan'ları ve Yogyakarta Sultanları (1755 Giyanti Antlaşması),Giyanti Antlaşması (1168/1755) ile ikiye bölündü → Surakarta ve Yogyakarta,Senopati Cava'nın büyük kısmını birleştirdi; Sultan Agung en güçlü (Batavia'yı kuşattı 1628-9); Hollanda etkisi giderek arttı,Chapter 17: South-East Asia and Indonesia,~170 yıl; Cava'nın en güçlü İslam devleti; Sultan Agung Hollandalılara karşı; Hollanda müdahaleleri; 1755'te ikiye bölündü; Cava İslam-Hindu sentez kültürü,Malay/Cava,Sultanlık,,Yüksek,-7.6,110.49,169,16,18,Güneydoğu Asya,-7.5,110.5,-6.5,-8.5,115.0,105.0,Merkezi İmparatorluk,Sünnî Şâfiî,Karma Profesyonel,Tarım,Mimari,Erken Modern
184,Surakarta Susuhunan'ları,Sūsūhūnān Sūrākartā,The Susuhunans of Surakarta,Mataram hanedanı devamı,Cavalı,Orta Cava (Surakarta/Solo),Surakarta (Solo); Orta Cava,Surakarta (Solo),1168,1364,1755,1945,,Hollandalılar (protektora),Yogyakarta,Mataram Sultanlığı (1755 bölünme),Endonezya Cumhuriyeti (1945); unvan sembolik devam,Endonezya bağımsızlığı (1364/1945); prens devlet statüsü kaldırıldı,Pakubuwono III Giyanti Antlaşması ile Surakarta'yı aldı,Chapter 17: South-East Asia and Indonesia,"~190 yıl; Hollanda protektorası; Susuhunan = 'ayakları altına hizmet edilen'; Cava kültür merkezi; batik, gamelan, wayang",Malay/Cava,Hanedan/Beylik,,Normal,-7.57,110.82,190,18,20,Güneydoğu Asya,3.5,98.7,5.5,1.0,100.0,96.0,Merkezi İmparatorluk,Sünnî Şâfiî,Deniz Gücü,Baharat,UNESCO Miras;Mimari,Sömürge
185,Yogyakarta Sultanları,Salātīn Yōgyākartā,The Sultans of Jogjakarta,Mataram hanedanı devamı,Cavalı,Orta Cava (Yogyakarta),Yogyakarta; Orta Cava,Yogyakarta,1168,—,1755,— (devam ediyor),,Hollandalılar (protektora); Endonezya Cumhuriyeti,Surakarta,Mataram Sultanlığı (1755 bölünme),— (Endonezya Cumhuriyeti'nde özel statü ile devam),— (Yogyakarta Özel Bölgesi olarak devam ediyor),Mangkubumi (Hamengkubuwono I) Giyanti Antlaşması ile Yogyakarta'yı aldı; Diponegoro (Cava Savaşı 1825-30) Hollanda'ya direndi,Chapter 17: South-East Asia and Indonesia,270+ yıl ve devam ediyor; Endonezya Cumhuriyeti'nde özel statü; Hamengkubuwono IX bağımsızlık kahramanı ve vali; Hamengkubuwono X bugünkü sultan-vali; İslam-Cava kültür sentezi,Malay/Cava,Sultanlık,,Normal,-7.80,110.36,271,18,21,Güneydoğu Asya,1.5,110.0,3.0,-1.0,112.0,108.0,Merkezi İmparatorluk,Sünnî Şâfiî,Deniz Gücü,Baharat,Mimari,Sömürge
186,Brunei Sultanları,Salātīn Brūnāy,The Sultans of Brunei,Brunei Malay hanedanı,Malay,Brunei (Borneo kuzeybatısı),Brunei Darüsselam; Borneo kuzeybatı kıyısı; Sulu (geçici); Sabah/Sarawak (tarihi),Brunei (Bandar Seri Begawan),c. 868,—,c. 1363,— (devam ediyor),,İngilizler (protektora 1888-1984),İspanyollar; Sulu; Sarawak Brooke'lar,Hindu-Budist Brunei beylikleri,"— (Brunei Darüsselam bağımsız devlet, 1984)",— (devam ediyor; dünyanın en eski süregelen Müslüman hanedanlarından),Muhammad Şâh (veya daha önceki Awang Alak Betatar) İslam'a geçiş; 16. yüzyılda Borneo kıyılarının büyük kısmını kontrol etti; İspanyol ve Brooke baskısıyla toprak kaybı; İngiliz protektorası → 1984 bağımsızlık,Chapter 17: South-East Asia and Indonesia,"660+ yıl ve devam ediyor; dünyanın en uzun süregelen Müslüman monarşilerinden; Sultan Bolkiah (5. sultan) altın çağ; petrol/doğalgaz zenginliği; günümüzde mutlak monarşi; Hassanal Bolkiah (29. sultan, 1967-)",Malay/Cava,Sultanlık,,Yüksek,4.94,114.95,663,14,21,Güneydoğu Asya,7.0,124.0,8.5,5.5,126.0,121.0,Merkezi İmparatorluk,Sünnî Şâfiî,Deniz Gücü,Deniz Ticareti,,Erken Modern
